gene	chr	tx_start	tx_end	strand
WFDC6	20	44162836	44168134	-
WFDC8	20	44179792	44207965	-
WFDC9	20	44236579	44259907	-
WFIKKN1	16	681012	684116	+
WFIKKN2	17	48912605	48919707	+
WFS1	4	6271577	6304991	+
WHAMM	15	83477973	83503611	+
WHSC1	4	1873123	1983933	+
WHSC1L1	8	38132563	38239790	-
WHSC2	4	1984444	2010959	-
WIBG	12	56295197	56321697	-
WIF1	12	65444404	65515346	-
WIPF1	2	175424303	175547627	-
WIPF2	17	38375574	38438439	+
WIPF3	7	29874341	29945791	+
WIPI1	17	66417423	66453653	-
WIPI2	7	5229835	5273485	+
WISP1	8	134203312	134241569	+
WISP2	20	43343885	43356451	+
WISP3	6	112375278	112390885	+
WIZ	19	15532319	15560762	-
WLS	1	68564143	68698266	-
WNK1	12	862089	1020617	+
WNK2	9	95947212	96082853	+
WNK3	23	54219258	54384438	-
WNK4	17	40932649	40949079	+
WNT1	12	49372236	49376395	+
WNT10A	2	219745255	219758651	+
WNT10B	12	49359124	49365543	-
WNT11	11	75897371	75917574	-
WNT16	7	120965421	120981157	+
WNT2	7	116916688	116963343	-
WNT2B	1	113010040	113063908	+
WNT3	17	44841687	44896082	-
WNT3A	1	228194752	228248961	+
WNT4	1	22443800	22469519	-
WNT5A	3	55499744	55521331	-
WNT5B	12	1726222	1756377	+
WNT6	2	219724546	219738954	+
WNT7A	3	13860082	13921618	-
WNT7B	22	46316248	46373008	-
WNT8A	5	137419774	137427199	+
WNT8B	10	102222812	102243397	+
WNT9A	1	228109165	228135676	-
WNT9B	17	44928968	44954437	+
WRAP53	17	7589389	7606819	+
WRB	21	40752213	40769814	+
WRN	8	30890778	31031276	+
WRNIP1	6	2765666	2785978	+
WSB1	17	25621106	25640645	+
WSB2	12	118470492	118498951	-
WSCD1	17	5973934	6027745	+
WSCD2	12	108523511	108644311	+
WT1	11	32409325	32457087	-
WTAP	6	160148152	160177349	+
WTIP	19	34972880	34992084	+
WWC1	5	167719065	167899306	+
WWC2	4	184020463	184241927	+
WWC3	23	9983795	10112517	+
WWOX	16	78133551	79246563	+
WWP1	8	87354994	87480176	+
WWP2	16	69796274	69975643	+
WWTR1	3	149235022	149421060	-
XAB2	19	7684412	7694439	-
XAF1	17	6659156	6678962	+
XAGE1A	23	52238810	52546197	+/-
XAGE1B	23	52238810	52546197	+/-
XAGE1C	23	52238810	52546197	+/-
XAGE1D	23	52238810	52546197	+/-
XAGE1E	23	52238810	52546197	+/-
XAGE2	23	52112078	52387096	+/-
XAGE2B	23	52113158	52386016	+/-
XAGE3	23	52891560	52897119	-
XAGE5	23	52841228	52847322	+
XBP1	22	29190549	29196560	-
XCL1	1	168545856	168551315	+
XCL2	1	168510005	168513235	-
XCR1	3	46062292	46068979	-
XDH	2	31557188	31637611	-
XG	23	2670093	2734539	+
XIAP	23	122994048	123047821	+
XIRP1	3	39224707	39234077	-
XIRP2	2	167759975	168116259	+
XK	23	37545133	37591382	+
XKR3	22	17264313	17302584	-
XKR4	8	56015017	56438708	+
XKR5	8	6666043	6693166	-
XKR6	8	10753657	11058875	-
XKR7	20	30555805	30586255	+
XKR8	1	28286504	28294604	+
XKR9	8	71581600	71648176	+
XKRX	23	100168431	100183898	-
XKRY	24	19880862	20298913	+/-
XKRY2	24	19880862	20298913	+/-
XPA	9	100437192	100459691	-
XPC	3	14186650	14220172	-
XPNPEP1	10	111624524	111683311	-
XPNPEP2	23	128872946	128903525	+
XPNPEP3	22	41253094	41323878	+
XPO1	2	61705070	61765418	-
XPO4	13	21351469	21476913	-
XPO5	6	43490069	43543812	-
XPO6	16	28109316	28223190	-
XPO7	8	21777180	21864095	+
XPOT	12	64798233	64842461	+
XPR1	1	180601146	180859413	+
XRCC1	19	44047464	44079730	-
XRCC2	7	152343589	152373250	-
XRCC3	14	104163955	104181823	-
XRCC4	5	82373317	82649577	+
XRCC5	2	216974020	217071014	+
XRCC6	22	42017295	42060052	+
XRCC6BP1	12	58335445	58351051	+
XRN1	3	142025451	142166853	-
XRN2	20	21283942	21370463	+
XRRA1	11	74551956	74660232	-
XYLB	3	38388251	38456467	+
XYLT1	16	17196183	17564738	-
XYLT2	17	48423393	48438511	+
YAF2	12	42550909	42632050	-
YAP1	11	101981210	102104154	+
YARS	1	33240840	33283633	-
YARS2	12	32899479	32908874	-
YBX1	1	43148066	43168017	+
YBX2	17	7191571	7197876	-
YDJC	22	21982378	21984340	-
YEATS2	3	183415606	183530413	+
YEATS4	12	69753532	69784575	+
YES1	18	721594	812327	-
YIF1A	11	66052052	66056638	-
YIF1B	19	38794200	38806606	-
YIPF1	1	54317407	54355453	-
YIPF2	19	11033446	11039357	-
YIPF3	6	43479566	43484728	-
YIPF4	2	32502958	32531657	+
YIPF5	5	143537731	143550278	-
YIPF6	23	67718886	67752300	+
YIPF7	4	44624354	44653658	-
YJEFN3	19	19639670	19648393	+
YKT6	7	44240578	44253892	+
YLPM1	14	75230069	75304012	+
YME1L1	10	27399385	27443321	-
YOD1	1	207217194	207224422	-
YPEL1	22	22051828	22090071	-
YPEL2	17	57409053	57479095	+
YPEL3	16	30103636	30107537	-
YPEL4	11	57412561	57417417	-
YPEL5	2	30369750	30383398	+
YRDC	1	38268614	38273865	-
YSK4	2	135722273	135782248	-
YTHDC1	4	69176106	69215824	-
YTHDC2	5	112849391	112930984	+
YTHDF1	20	61826784	61847538	-
YTHDF2	1	29063133	29096286	+
YTHDF3	8	64081121	64125345	+
YWHAB	20	43514344	43537160	+
YWHAE	17	1247836	1303556	-
YWHAG	7	75956108	75988342	-
YWHAH	22	32340479	32353589	+
YWHAQ	2	9724107	9771106	-
YWHAZ	8	101930804	101965623	-
YY1	14	100705102	100744804	+
YY1AP1	1	155629234	155658791	-
YY2	23	21874105	21876845	+
ZACN	17	74075263	74078885	+
ZADH2	18	72909279	72921281	-
ZAK	2	173940565	174132736	+
ZAN	7	100331249	100395418	+
ZAP70	2	98330031	98356323	+
ZAR1	4	48492309	48496420	+
ZAR1L	13	32877908	32886091	-
ZBBX	3	166958081	167098071	-
ZBED1	24	2354455	2369008	-
ZBED2	3	111311748	111314166	-
ZBED3	5	76372532	76383030	-
ZBED4	22	50247497	50283726	+
ZBED5	11	10874254	10879620	-
ZBED6	1	203766651	203769588	+
ZBP1	20	56178904	56195632	-
ZBTB1	14	64971292	65000408	+
ZBTB10	8	81398448	81434608	+
ZBTB11	3	101368285	101395988	-
ZBTB12	6	31867394	31869769	-
ZBTB16	11	113930431	114121394	+
ZBTB17	1	16268366	16302627	-
ZBTB2	6	151685251	151712677	-
ZBTB20	3	114056947	114866127	-
ZBTB22	6	33282183	33285719	-
ZBTB24	6	109783719	109804440	-
ZBTB25	14	64953557	64970554	-
ZBTB26	9	125680379	125693779	-
ZBTB3	11	62518437	62521656	-
ZBTB32	19	36203830	36207939	+
ZBTB33	23	119384607	119392251	+
ZBTB34	9	129622944	129648154	+
ZBTB37	1	173837493	173855774	+
ZBTB38	3	141043055	141168625	+
ZBTB39	12	57392618	57400230	-
ZBTB4	17	7362686	7387568	-
ZBTB40	1	22778344	22857650	+
ZBTB41	1	197122814	197169672	-
ZBTB42	14	105266933	105271046	+
ZBTB43	9	129567285	129600485	+
ZBTB44	11	130096576	130184607	-
ZBTB45	19	59024899	59030921	-
ZBTB46	20	62375878	62436856	-
ZBTB47	3	42695176	42709072	+
ZBTB48	1	6640063	6649339	+
ZBTB49	4	4291924	4323512	+
ZBTB5	9	37438102	37465407	-
ZBTB6	9	125670336	125675609	-
ZBTB7A	19	4045218	4066816	-
ZBTB7B	1	154975112	154990998	+
ZBTB7C	18	45553748	45567494	-
ZBTB8A	1	33004772	33071541	+
ZBTB8B	1	32930658	32953457	+
ZBTB8OS	1	33087309	33116185	-
ZBTB9	6	33422356	33425318	+
ZC3H10	12	56512030	56516278	+
ZC3H11A	1	203764751	203823255	+
ZC3H12A	1	37940119	37949976	+
ZC3H12B	23	64708615	64727766	+
ZC3H12C	11	109964087	110042564	+
ZC3H12D	6	149768767	149806148	-
ZC3H13	13	46536314	46626894	-
ZC3H14	14	89029253	89079852	+
ZC3H15	2	187350885	187374085	+
ZC3H18	16	88636789	88698371	+
ZC3H3	8	144519825	144623620	-
ZC3H4	19	47567449	47617009	-
ZC3H6	2	113033178	113097640	+
ZC3H7A	16	11844443	11876408	-
ZC3H7B	22	41697567	41756150	+
ZC3H8	2	112973439	113012664	-
ZC3HAV1	7	138728268	138794465	-
ZC3HAV1L	7	138710452	138720775	-
ZC3HC1	7	129658127	129691233	-
ZC4H2	23	64136250	64254593	-
ZCCHC10	5	132332680	132362240	-
ZCCHC11	1	52888948	53018743	-
ZCCHC12	23	117957787	117960930	+
ZCCHC13	23	73524025	73524868	+
ZCCHC14	16	87439852	87525460	-
ZCCHC16	23	111326253	111700473	+
ZCCHC17	1	31769842	31837780	+
ZCCHC18	23	103357107	103360531	+
ZCCHC2	18	60190658	60245816	+
ZCCHC24	10	81142085	81205383	-
ZCCHC3	20	278204	280961	+
ZCCHC4	4	25314396	25372003	+
ZCCHC5	23	77911566	77914825	-
ZCCHC6	9	88902650	88969402	-
ZCCHC7	9	37120469	37358143	+
ZCCHC8	12	122957436	122985518	-
ZCCHC9	5	80597402	80608963	+
ZCRB1	12	42705889	42719932	-
ZCWPW1	7	99998496	100026302	-
ZCWPW2	3	28431987	28566630	+
ZDBF2	2	207139523	207179148	+
ZDHHC1	16	67428323	67450339	-
ZDHHC11	5	795720	851101	-
ZDHHC12	9	131483157	131486408	-
ZDHHC13	11	19138692	19197966	+
ZDHHC14	6	157802557	158094976	+
ZDHHC15	23	74588264	74743337	-
ZDHHC16	10	99205930	99217124	+
ZDHHC17	12	77157854	77247474	+
ZDHHC18	1	27153201	27182211	+
ZDHHC19	3	195924324	195938300	-
ZDHHC2	8	17013836	17080240	+
ZDHHC20	13	21950510	22033423	-
ZDHHC21	9	14611070	14693480	-
ZDHHC22	14	77597614	77608134	-
ZDHHC23	3	113666748	113681825	+
ZDHHC24	11	66306735	66313671	-
ZDHHC3	3	44956754	45017674	-
ZDHHC4	7	6617065	6628609	+
ZDHHC5	11	57435474	57468659	+
ZDHHC6	10	114190060	114206672	-
ZDHHC7	16	85008067	85045141	-
ZDHHC8	22	20119364	20135529	+
ZDHHC9	23	128937264	128977910	-
ZEB1	10	31608101	31818741	+
ZEB2	2	145141942	145277958	-
ZER1	9	131492067	131534198	-
ZFAND1	8	82613568	82633539	-
ZFAND2A	7	1192544	1199855	-
ZFAND2B	2	220071538	220074369	+
ZFAND3	6	37787307	38122397	+
ZFAND5	9	74966341	74980163	-
ZFAND6	15	80352021	80430710	+
ZFAT	8	135490033	135725292	-
ZFC3H1	12	72003379	72057749	-
ZFHX3	16	72816788	73092534	-
ZFHX4	8	77593515	77779520	+
ZFP1	16	75182421	75206131	+
ZFP106	15	42705022	42749730	-
ZFP112	19	44830707	44860856	-
ZFP14	19	36827162	36858873	-
ZFP161	18	5289019	5296039	-
ZFP2	5	178322916	178360210	+
ZFP28	19	57050317	57068169	+
ZFP3	17	4981754	4999668	+
ZFP30	19	38123389	38146313	-
ZFP36	19	39897487	39900045	+
ZFP36L1	14	69254375	69259785	-
ZFP36L2	2	43449542	43453745	-
ZFP37	9	115804174	115818996	-
ZFP41	8	144329109	144344874	+
ZFP42	4	188916925	188926199	+
ZFP57	6	29640171	29644931	-
ZFP62	5	180274611	180288286	-
ZFP64	20	50700551	50808524	-
ZFP82	19	36882861	36909550	-
ZFP90	16	68573661	68601038	+
ZFP91	11	58346587	58388513	+
ZFP92	23	152683781	152687085	+
ZFPL1	11	64851694	64855874	+
ZFPM1	16	88520014	88601573	+
ZFPM2	8	106331147	106816765	+
ZFR	5	32354456	32444844	-
ZFR2	19	3804022	3869027	-
ZFX	23	24167762	24234372	+
ZFY	24	2803112	2850546	+
ZFYVE1	14	73436160	73493839	-
ZFYVE16	5	79703838	79775497	+
ZFYVE19	15	41099274	41106767	+
ZFYVE20	3	15111580	15140655	-
ZFYVE21	14	104182145	104199998	+
ZFYVE26	14	68213237	68283306	-
ZFYVE27	10	99496878	99520663	+
ZFYVE28	4	2271325	2420370	-
ZFYVE9	1	52608046	52812357	+
ZG16	16	29789561	29791839	+
ZG16B	16	2880173	2882284	+
ZGLP1	19	10415480	10420233	-
ZGPAT	20	62338794	62367493	+
ZHX1	8	124260697	124286547	-
ZHX2	8	123793901	123986755	+
ZHX3	20	39807089	39928739	-
ZIC1	3	147127181	147134504	+
ZIC2	13	100634319	100639018	+
ZIC3	23	136648346	136654257	+
ZIC4	3	147103835	147124407	-
ZIC5	13	100615275	100624178	-
ZIK1	19	58095628	58103757	+
ZIM2	19	57285923	57352097	-
ZIM3	19	57645464	57656570	-
ZKSCAN1	7	99613219	99635403	+
ZKSCAN2	16	25247324	25268855	-
ZKSCAN3	6	28317691	28334523	+
ZKSCAN4	6	28212490	28220002	-
ZKSCAN5	7	99102273	99131444	+
ZMAT1	23	101137263	101186737	-
ZMAT2	5	140080032	140086239	+
ZMAT3	3	178735011	178789656	-
ZMAT4	8	40388116	40755343	-
ZMAT5	22	30126946	30162969	-
ZMIZ1	10	80828792	81076285	+
ZMIZ2	7	44788530	44809476	+
ZMPSTE24	1	40723733	40759855	+
ZMYM1	1	35544972	35581454	+
ZMYM2	13	20532810	20660938	+
ZMYM3	23	70459474	70475047	-
ZMYM4	1	35734568	35887544	+
ZMYM5	13	20397624	20437776	-
ZMYM6	1	35451769	35497569	-
ZMYND10	3	50378537	50383156	-
ZMYND11	10	180424	300576	+
ZMYND12	1	42896003	42921938	-
ZMYND15	17	4643319	4649410	+
ZMYND17	10	75183339	75193319	-
ZMYND19	9	140476531	140484937	-
ZMYND8	20	45838381	45985474	-
ZNF10	12	133707214	133736047	+
ZNF100	19	21906844	21950430	-
ZNF101	19	19779663	19791138	+
ZNF107	7	64126511	64171399	+
ZNF114	19	48774654	48790863	+
ZNF117	7	64434830	64451414	-
ZNF12	7	6728064	6746566	-
ZNF121	19	9676292	9695209	-
ZNF124	1	247319203	247335318	-
ZNF131	5	43121642	43175821	+
ZNF132	19	58944182	58951589	-
ZNF133	20	18269121	18297638	+
ZNF134	19	58125830	58133636	+
ZNF135	19	58570607	58581108	+
ZNF136	19	12273919	12300063	+
ZNF138	7	64254771	64294023	+
ZNF14	19	19821281	19843921	-
ZNF140	12	133657037	133684256	+
ZNF141	4	331596	367691	+
ZNF142	2	219502644	219524261	-
ZNF143	11	9482512	9550070	+
ZNF146	19	36705504	36729673	+
ZNF148	3	124944515	125094198	-
ZNF154	19	58211811	58220579	-
ZNF155	19	44488355	44502477	+
ZNF157	23	47229999	47273098	+
ZNF16	8	146155746	146176274	-
ZNF160	19	53569868	53606687	-
ZNF165	6	28048482	28057338	+
ZNF167	3	44596713	44624971	+
ZNF169	9	97021578	97065291	+
ZNF17	19	57922529	57933307	+
ZNF174	16	3451190	3459362	+
ZNF175	19	52074531	52092990	+
ZNF177	19	9435021	9493291	+
ZNF18	17	11880762	11900689	-
ZNF180	19	44979860	45004574	-
ZNF181	19	35225480	35233774	+
ZNF182	23	47834251	47863394	-
ZNF184	6	27418522	27440897	-
ZNF185	23	152082986	152142024	+
ZNF187	6	28234788	28245978	+
ZNF189	9	104161163	104172942	+
ZNF19	16	71507976	71523254	-
ZNF192	6	28109716	28125236	+
ZNF193	6	28193073	28201260	+
ZNF195	11	3380011	3400448	-
ZNF197	3	44666511	44689962	+
ZNF2	2	95831183	95850062	+
ZNF20	19	12242803	12251140	-
ZNF200	16	3272325	3285457	-
ZNF202	11	123594997	123612363	-
ZNF205	16	3162563	3170516	+
ZNF207	17	30677157	30697467	+
ZNF208	19	22148899	22193745	-
ZNF211	19	58144535	58154147	+
ZNF212	7	148936774	148952681	+
ZNF213	16	3185057	3192804	+
ZNF214	11	7020549	7041586	-
ZNF215	11	6947654	6979277	+
ZNF217	20	52183612	52199636	-
ZNF219	14	21558205	21572863	-
ZNF22	10	45496273	45500776	+
ZNF221	19	44455397	44471752	+
ZNF222	19	44529494	44537260	+
ZNF223	19	44556164	44572142	+
ZNF224	19	44598482	44612477	+
ZNF225	19	44617548	44637255	+
ZNF226	19	44669215	44681836	+
ZNF227	19	44716691	44741420	+
ZNF229	19	44930426	44952665	-
ZNF23	16	71481513	71496117	-
ZNF230	19	44507077	44518072	+
ZNF232	17	5009033	5026397	-
ZNF233	19	44764076	44779468	+
ZNF234	19	44645710	44664460	+
ZNF235	19	44790502	44809178	-
ZNF236	18	74536116	74682680	+
ZNF238	1	244214561	244220776	+
ZNF239	10	44051795	44070066	-
ZNF24	18	32912178	32924426	-
ZNF248	10	38117899	38146486	-
ZNF25	10	38238795	38265453	-
ZNF250	8	146102338	146126846	-
ZNF251	8	145946295	145980970	-
ZNF253	19	19976714	20004292	+
ZNF254	19	24269976	24312652	+
ZNF256	19	58452203	58459077	-
ZNF257	19	22235266	22273901	+
ZNF259	11	116649277	116658739	-
ZNF26	12	133563056	133589153	+
ZNF260	19	37001590	37019248	-
ZNF263	16	3333487	3341455	+
ZNF264	19	57702868	57734212	+
ZNF266	19	9523272	9546234	-
ZNF267	16	31885079	31928626	+
ZNF268	12	133757995	133783695	+
ZNF273	7	64363620	64391953	+
ZNF274	19	58694396	58724927	+
ZNF275	23	152599613	152618383	+
ZNF276	16	89787393	89807330	+
ZNF277	7	111846643	111983989	+
ZNF28	19	53300662	53324885	-
ZNF280A	22	22868063	22874613	-
ZNF280B	22	22838772	22863505	-
ZNF280C	23	129336675	129402922	-
ZNF280D	15	56922376	57025787	-
ZNF281	1	200375426	200379166	-
ZNF282	7	148892577	148923337	+
ZNF283	19	44331473	44353048	+
ZNF284	19	44576297	44591623	+
ZNF285	19	44889809	44905777	-
ZNF286A	17	15602891	15624098	+
ZNF286B	17	18561742	18585572	-
ZNF287	17	16453631	16472520	-
ZNF292	6	87865269	87973404	+
ZNF295	21	43406941	43430496	-
ZNF296	19	45574759	45579688	-
ZNF3	7	99661654	99679371	-
ZNF30	19	35417807	35436076	+
ZNF300	5	150273954	150284545	-
ZNF302	19	35168567	35177302	+
ZNF304	19	57862645	57871263	+
ZNF311	6	28962594	28973037	-
ZNF317	19	9251086	9274089	+
ZNF318	6	43303809	43337181	-
ZNF319	16	58028573	58033762	-
ZNF32	10	44139308	44144326	-
ZNF320	19	53379426	53394599	-
ZNF321	19	53430388	53445847	-
ZNF322A	6	26634612	26659963	-
ZNF322B	9	99959537	99961910	-
ZNF323	6	28292517	28324048	-
ZNF324	19	58978463	58984765	+
ZNF324B	19	58962971	58969199	+
ZNF326	1	90460678	90494094	+
ZNF329	19	58637697	58662148	-
ZNF330	4	142142049	142155848	+
ZNF331	19	54024177	54083523	+
ZNF333	19	14800870	14831770	+
ZNF334	20	45129709	45142194	-
ZNF335	20	44577293	44600833	-
ZNF337	20	25654852	25677469	-
ZNF33A	10	38299578	38348994	+
ZNF33B	10	43084555	43133992	-
ZNF34	8	145998503	146012725	-
ZNF341	20	32319808	32380076	+
ZNF343	20	2462467	2489778	-
ZNF345	19	37341267	37370468	+
ZNF346	5	176449697	176493743	+
ZNF347	19	53641958	53662322	-
ZNF35	3	44690233	44702282	+
ZNF350	19	52467595	52490079	-
ZNF354A	5	178138531	178157703	-
ZNF354B	5	178286954	178311423	+
ZNF354C	5	178487607	178507689	+
ZNF358	19	7581004	7585911	+
ZNF362	1	33722174	33766320	+
ZNF365	10	64133916	64431771	+
ZNF366	5	71739234	71803249	-
ZNF367	9	99148227	99180669	-
ZNF37A	10	38383264	38412276	+
ZNF382	19	37096221	37119498	+
ZNF383	19	37717366	37734574	+
ZNF384	12	6775644	6798676	-
ZNF385A	12	54762920	54785083	-
ZNF385B	2	180306720	180726232	-
ZNF385D	3	21462492	21792816	-
ZNF389	6	28129551	28137375	+
ZNF391	6	27356524	27369227	+
ZNF394	7	99090855	99097877	-
ZNF395	8	28203104	28243977	-
ZNF396	18	32946661	32957301	-
ZNF397	18	32820994	32838396	+
ZNF397OS	18	32831023	32870196	-
ZNF398	7	148823508	148880116	+
ZNF404	19	44376516	44384288	-
ZNF407	18	72342919	72777628	+
ZNF408	11	46722317	46727467	+
ZNF41	23	47305562	47342345	-
ZNF410	14	74353586	74398803	+
ZNF414	19	8575463	8579048	-
ZNF415	19	53611133	53636171	-
ZNF416	19	58082935	58090243	-
ZNF417	19	58417143	58427978	-
ZNF418	19	58433252	58446740	-
ZNF419	19	57999079	58006048	+
ZNF420	19	37569382	37620649	+
ZNF423	16	49524522	49860918	-
ZNF425	7	148799880	148823438	-
ZNF426	19	9638683	9649303	-
ZNF428	19	44111377	44124014	-
ZNF429	19	21688437	21721079	+
ZNF43	19	21987753	22018970	-
ZNF430	19	21203426	21242851	+
ZNF431	19	21324840	21368805	+
ZNF432	19	52536678	52552073	-
ZNF433	19	12125532	12146525	-
ZNF434	16	3432086	3451025	-
ZNF436	1	23685942	23696357	-
ZNF438	10	31133567	31320866	-
ZNF439	19	11976844	11980305	+
ZNF44	19	12382627	12405714	-
ZNF440	19	11925107	11946016	+
ZNF441	19	11877815	11894886	+
ZNF442	19	12460185	12476475	-
ZNF443	19	12540521	12551926	-
ZNF444	19	56652556	56672261	+
ZNF445	3	44481262	44519162	-
ZNF446	19	58987795	58992596	+
ZNF449	23	134478696	134497337	+
ZNF45	19	44416777	44439411	-
ZNF451	6	56954828	57035098	+
ZNF454	5	178368194	178393218	+
ZNF460	19	57791853	57805436	+
ZNF461	19	37128284	37157739	-
ZNF462	9	109625378	109773789	+
ZNF467	7	149461453	149470295	-
ZNF468	19	53341786	53360902	-
ZNF469	16	88493879	88507165	+
ZNF470	19	57078890	57094261	+
ZNF471	19	57019212	57040267	+
ZNF473	19	50529212	50552029	+
ZNF474	5	121465215	121489257	+
ZNF479	7	57187328	57207571	-
ZNF48	16	30407057	30410715	+
ZNF480	19	52800426	52829172	+
ZNF483	9	114287447	114340124	+
ZNF484	9	95608351	95640290	-
ZNF485	10	44101855	44113351	+
ZNF486	19	20278083	20308984	+
ZNF488	10	48355089	48373864	+
ZNF490	19	12686920	12721623	-
ZNF491	19	11909391	11919306	+
ZNF492	19	22817126	22850472	+
ZNF493	19	21579921	21610294	+
ZNF496	1	247463623	247495045	-
ZNF497	19	58865725	58874120	-
ZNF498	7	99214571	99230030	+
ZNF500	16	4800815	4817166	-
ZNF501	3	44771124	44778575	+
ZNF502	3	44754135	44765321	+
ZNF503	10	77157605	77161513	-
ZNF506	19	19903520	19932560	-
ZNF507	19	32836514	32878571	+
ZNF510	9	99518147	99540328	-
ZNF511	10	135122423	135126666	+
ZNF512	2	27805893	27845958	+
ZNF512B	20	62588055	62601218	-
ZNF513	2	27600102	27603593	-
ZNF514	2	95813400	95825263	-
ZNF516	18	74069644	74207146	-
ZNF517	8	146024261	146034529	+
ZNF518A	10	97889472	97923510	+
ZNF518B	4	10441505	10459032	-
ZNF519	18	14099942	14132489	-
ZNF521	18	22641888	22932214	-
ZNF524	19	56111730	56114504	+
ZNF526	19	42724492	42732353	+
ZNF527	19	37862059	37883966	+
ZNF528	19	52901121	52921656	+
ZNF529	19	37034518	37096178	-
ZNF530	19	58111253	58119637	+
ZNF532	18	56530061	56653703	+
ZNF534	19	52934667	52942697	+
ZNF536	19	30863328	31048965	+
ZNF540	19	38042308	38104999	+
ZNF541	19	48023948	48059113	-
ZNF543	19	57831865	57842144	+
ZNF544	19	58740070	58775006	+
ZNF546	19	40502943	40523514	+
ZNF547	19	57874891	57890923	+
ZNF548	19	57901218	57913917	+
ZNF549	19	58038693	58052131	+
ZNF550	19	58058343	58067725	-
ZNF551	19	58193357	58201167	+
ZNF552	19	58318452	58326281	-
ZNF554	19	2819872	2836733	+
ZNF555	19	2841433	2860472	+
ZNF556	19	2867333	2878501	+
ZNF557	19	7069471	7087976	+
ZNF558	19	8920382	8933565	-
ZNF559	19	9434928	9454519	+
ZNF560	19	9577031	9609279	-
ZNF561	19	9718003	9731916	-
ZNF562	19	9759351	9785776	-
ZNF563	19	12428306	12444534	-
ZNF564	19	12636185	12662356	-
ZNF565	19	36673188	36705986	-
ZNF566	19	36936022	36980463	-
ZNF567	19	37180302	37212223	+
ZNF568	19	37407234	37442449	+
ZNF569	19	37902062	37958339	-
ZNF57	19	2900896	2918467	+
ZNF570	19	37959982	37976242	+
ZNF571	19	38055156	38085673	-
ZNF572	8	125985539	125991628	+
ZNF573	19	38229203	38270230	-
ZNF574	19	42580290	42585717	+
ZNF575	19	44037340	44040282	+
ZNF576	19	44100544	44104587	+
ZNF577	19	52374553	52391229	-
ZNF578	19	52956829	53020130	+
ZNF579	19	56088892	56092211	-
ZNF580	19	56152392	56154835	+
ZNF581	19	56154986	56156988	+
ZNF582	19	56894648	56904889	-
ZNF583	19	56915383	56936400	+
ZNF584	19	58920063	58929690	+
ZNF585A	19	37641001	37663615	-
ZNF585B	19	37672482	37701451	-
ZNF586	19	58281025	58291982	+
ZNF587	19	58361269	58376486	+
ZNF589	3	48282596	48312477	+
ZNF592	15	85291818	85349661	+
ZNF593	1	26496388	26497362	+
ZNF594	17	5082831	5095178	-
ZNF595	4	53227	88099	+
ZNF596	8	182200	197332	+
ZNF597	16	3486111	3493490	-
ZNF598	16	2047768	2059763	-
ZNF599	19	35248979	35264134	-
ZNF600	19	53268750	53290034	-
ZNF605	12	133498019	133532892	-
ZNF606	19	58488447	58514714	-
ZNF607	19	38187265	38210691	-
ZNF608	5	123972610	124080805	-
ZNF609	15	64791619	64978264	+
ZNF610	19	52839498	52870375	+
ZNF611	19	53206067	53238307	-
ZNF613	19	52430688	52449009	+
ZNF614	19	52516578	52531680	-
ZNF615	19	52494588	52511458	-
ZNF616	19	52617654	52643191	-
ZNF618	9	116638562	116818874	+
ZNF619	3	40518604	40531727	+
ZNF620	3	40547530	40559197	+
ZNF621	3	40566376	40581043	+
ZNF622	5	16451629	16465894	-
ZNF623	8	144718373	144735900	+
ZNF624	17	16524048	16557158	-
ZNF625	19	12255711	12267529	-
ZNF626	19	20802745	20844402	-
ZNF627	19	11708235	11729974	+
ZNF628	19	55987699	55995854	+
ZNF629	16	30789770	30798523	-
ZNF630	23	47917569	47931001	-
ZNF638	2	71558889	71662187	+
ZNF639	3	179041551	179053320	+
ZNF641	12	48733795	48745029	-
ZNF642	1	40943302	40962014	+
ZNF643	1	40916337	40929388	+
ZNF644	1	91380860	91487671	-
ZNF645	23	22291060	22292574	+
ZNF646	16	31085743	31094826	+
ZNF648	1	182023707	182030847	-
ZNF649	19	52392489	52408305	-
ZNF652	17	47366569	47439835	-
ZNF653	19	11594243	11616738	-
ZNF654	3	88188262	88193812	+
ZNF655	7	99156045	99174074	+
ZNF658	9	40771402	40792112	-
ZNF660	3	44626456	44637557	+
ZNF662	3	42947402	42960825	+
ZNF664	12	124457670	124499967	+
ZNF665	19	53666552	53696619	-
ZNF667	19	56950694	56988770	-
ZNF668	16	31072164	31085641	-
ZNF669	1	247263264	247267674	-
ZNF670	1	247200087	247242069	-
ZNF671	19	58231120	58238995	-
ZNF672	1	249132530	249143713	+
ZNF673	23	46306624	46334073	+
ZNF674	23	46357161	46404892	-
